;Unnamed: 0;Sample No.;V (PbBr2 prec.);c (PbBr2);V (Cs-OA);c (Cs-OA);antisolvent;V (antisolvent);perovskite ?;monodispersity;PLQY;S/P;n_Cs;n_Pb;n_As;Cs_Pb_ratio;AS_Pb_ratio;AS_Cs_ratio;V_total;PL_data;molecule_name;encoding;fwhm;peak_pos;baseline;artificial
82;176;181;0.2588357588357588;0.09090909090909091;0.7008547008547008;0.0415929203539823;n-BuOH;0.58;1.0;0.0;0.2597;P;5.695;13.95;31610.0;0.4082437275985663;0.226594982078853;0.0509218612818261;0.4068787231651118;181.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0934106210621061;457.0;False;False
83;177;182;0.11330561330561331;0.09090909090909091;0.35213675213675216;0.038495575221238934;n-BuOH;0.769;1.0;1.0;0.3467;P;2.8067;6.95;41910.5;0.403841726618705;0.6030287769784173;0.1369936224035344;0.4114870180959874;182.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1135600360036006;510.0;False;False
84;178;183;0.3232848232848233;0.09090909090909091;0.6051282051282051;0.06415929203539822;n-BuOH;0.79;1.0;0.0;0.2465;P;6.826499999999999;17.05;43055.0;0.4003812316715542;0.2525219941348973;0.05786274078957;0.5534449814544229;183.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0995071107110709;458.00000000000006;False;False
85;180;185;0.19334719334719336;0.09090909090909091;0.41025641025641024;0.05929203539823008;n-BuOH;0.477;1.0;0.0;0.2291;P;4.436999999999999;10.8;25996.5;0.4108333333333333;0.2407083333333333;0.0537525354969574;0.29448128582668315;185.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0964072007200722;457.0;False;False
86;182;187;0.16943866943866945;0.09090909090909091;0.5316239316239316;0.036283185840707964;n-BuOH;0.515;1.0;0.0;0.5882;P;3.9772;9.65;28067.5;0.4121450777202072;0.2908549222797927;0.0647440410338932;0.31089131167809375;187.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1578887488748876;508.0;False;False
87;183;188;0.17151767151767153;0.09090909090909091;0.4495726495726496;0.04469026548672566;n-BuOH;0.72;1.0;0.0;0.4904;P;3.9198;9.75;39240.0;0.4020307692307692;0.4024615384615385;0.0918414204806367;0.42182758233112283;188.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1208964896489646;509.0;False;False
88;186;191;0.4407484407484408;0.101010101010101;0.8290598290598291;0.07079646017699115;EtOH;0.1252;1.0;1.0;0.1049;P;10.0;24.97;10723.38;0.4004805766920304;0.0429450540648778;0.00626;0.25806451612903225;191.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.0788410441044105;460.0;False;False
89;187;192;0.38253638253638256;0.06060606060606061;0.7350427350427351;0.07079646017699115;n-BuOH;0.0994;1.0;1.0;0.2254;S;8.9;13.93;5417.3;0.6389088298636038;0.0388894472361809;0.0055842696629213;0.20591210520400136;192.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1635719171917191;461.0;False;False
90;188;193;0.9054054054054054;0.0202020202020202;0.5333333333333333;0.07079646017699115;EtOH;0.1122;1.0;1.0;0.5376;S;6.54;13.515;9609.93;0.4839067702552719;0.0711056603773584;0.0085779816513761;0.48252219849387434;193.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1161432943294329;457.0;False;False
91;189;194;0.5748440748440748;0.030303030303030304;0.5965811965811966;0.07079646017699115;n-BuOH;0.662;1.0;1.0;0.8772;S;7.28;11.66;36079.0;0.6243567753001715;0.3094253859348199;0.0454670329670329;0.6169495335506351;194.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.092067326732673;501.0;False;False
92;190;195;0.7796257796257796;0.050505050505050504;0.7829059829059829;0.07079646017699115;EtOH;0.248;1.0;1.0;0.1126;S;9.46;23.4;21241.2;0.4042735042735043;0.0907743589743589;0.0131078224101479;0.5072496347083286;195.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1174865886588656;462.0;False;False
93;191;196;0.9158004158004158;0.0404040404040404;0.705982905982906;0.07079646017699115;EtOH;0.3;1.0;1.0;0.2832;S;8.56;22.775;25695.0;0.3758507135016465;0.112821075740944;0.0175233644859813;0.6050354051927616;196.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.111700090009001;460.0;False;False
94;192;197;0.8877338877338877;0.0404040404040404;0.8153846153846154;0.07079646017699115;EtOH;0.182;1.0;1.0;0.2951;S;9.84;22.1;15588.3;0.4452488687782805;0.070535294117647;0.0092479674796747;0.5307406991120602;197.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.0988871287128714;456.0;False;False
95;193;198;1.0;0.0101010101010101;0.29914529914529914;0.07079646017699115;EtOH;0.384;1.0;1.0;0.4492;S;3.8;9.92;32889.6;0.3830645161290323;0.3315483870967742;0.0505263157894736;0.6710127009104192;198.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1532388838883891;480.0;False;False
96;194;199;0.2983367983367983;0.050505050505050504;0.6358974358974359;0.07079646017699115;MeOH;0.176;1.0;1.0;0.0156;P;7.74;9.51;21700.8;0.8138801261829653;0.2281892744479495;0.0113695090439276;0.19692031021692705;199.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0738811881188117;516.0;False;False
97;195;200;0.21101871101871103;0.06060606060606061;0.23076923076923078;0.07079646017699115;MeOH;0.1518;1.0;1.0;0.5845;P;3.0;8.155;18716.94;0.3678724708767627;0.2295148988350705;0.0253;0.10947510396762954;200.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0881407740774076;511.0;False;False
98;196;201;0.33575883575883575;0.101010101010101;0.717948717948718;0.07079646017699115;MeOH;0.239;1.0;1.0;0.376;P;8.700000000000001;19.415;29468.7;0.4481071336595417;0.1517831573525624;0.013735632183908;0.2579521186916938;201.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0870041404140411;512.0;False;False
99;197;202;0.5187110187110187;0.0808080808080808;0.7589743589743589;0.07079646017699115;MeOH;0.36;1.0;1.0;0.7182;P;9.18;23.805;44388.0;0.3856332703213611;0.1864650283553875;0.0196078431372549;0.42755985163538274;202.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0934106210621061;510.0;False;False
100;198;203;0.9137214137214137;0.101010101010101;0.0905982905982906;0.5207964601769911;MeOH;0.251;1.0;1.0;0.4055;S;8.2756;49.995;30948.3;0.1655285528552855;0.0619027902790279;0.015165063560346;0.535910981229628;203.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1192432043204321;473.0;False;False
101;201;206;0.5166320166320166;0.13737373737373737;0.15555555555555556;0.5641592920353983;MeOH;0.362;1.0;0.0;0.1782;P;13.939;38.471;44634.6;0.3623248680824517;0.1160214187309921;0.0129851495803142;0.3878835562549174;206.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0757411341134113;514.0;False;False
102;202;207;0.9480249480249481;0.0787878787878788;0.4393162393162393;0.07079646017699115;MeOH;0.249;1.0;1.0;0.1045;P;5.44;41.448;30701.7;0.1312487936691758;0.0740728141285466;0.0228860294117647;0.5762616612341238;207.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0821476147614759;459.0;False;False
103;203;208;0.36486486486486486;0.051515151515151514;0.747008547008547;0.07079646017699115;EtOH;0.0528;1.0;1.0;0.2203;S;9.04;11.620500000000002;4522.32;0.7779355449421281;0.0389167419646314;0.0029203539823008;0.17095650219175001;208.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1257530153015302;473.0;False;False
104;204;209;0.7245322245322245;0.11515151515151514;0.7846153846153846;0.07079646017699115;MeOH;0.201;1.0;1.0;0.1072;P;9.48;45.074;24783.3;0.2103208057860407;0.0549835825531348;0.0106012658227848;0.4511633134764527;209.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.082870927092709;460.0;False;False
105;205;210;0.9823284823284824;0.015151515151515152;0.5042735042735043;0.07079646017699115;i-PrOH;0.524;1.0;1.0;0.2439;S;6.2;12.1875;34269.6;0.5087179487179487;0.2811864615384615;0.042258064516129;0.7536248173541643;210.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1382559855985601;473.0;False;False
106;206;211;0.972972972972973;0.0202020202020202;0.25811965811965815;0.07079646017699115;MeOH;0.277;1.0;1.0;0.4177;S;3.3200000000000003;14.49;34154.1;0.2291235334713595;0.2357080745341614;0.0417168674698795;0.5935708665842419;211.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1158333033303331;488.00000000000006;False;False
107;207;212;0.9449064449064449;0.012121212121212121;0.4222222222222222;0.07079646017699115;i-PrOH;0.672;1.0;1.0;0.2928;S;5.24;10.329;43948.8;0.5073095168941815;0.4254893987801336;0.0641221374045801;0.8111723052714398;212.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1279229522952292;476.0;False;False
108;208;213;0.7203742203742204;0.02828282828282828;0.26666666666666666;0.07079646017699115;MeOH;0.199;1.0;1.0;0.4485;S;3.42;13.737;24536.7;0.2489626556016597;0.1786176020965276;0.0290935672514619;0.41373496684275596;213.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1259596759675965;486.0;False;False
109;210;215;0.22972972972972974;0.09797979797979797;0.5555555555555556;0.07079646017699115;MeOH;0.1278;1.0;1.0;0.273;S;6.8;13.4285;15757.74;0.5063856722642142;0.1173454965185984;0.0093970588235294;0.12745869394177814;215.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1071535553555356;475.00000000000006;False;False
110;211;216;0.08856548856548857;0.17575757575757572;0.517948717948718;0.07079646017699115;MeOH;0.0542;1.0;0.0;0.5809;S;6.36;10.5984;6682.86;0.600090579710145;0.063055366847826;0.0042610062893081;0.0073058334269978644;216.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1412525652565257;507.0;False;False
111;212;217;0.4230769230769231;0.03737373737373737;0.41025641025641024;0.07079646017699115;MeOH;0.124;1.0;1.0;0.3935;S;5.1000000000000005;10.2695;15289.2;0.4966161935829398;0.1488796922927114;0.012156862745098;0.22029897718332023;217.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0998171017101707;492.0;False;False
112;213;218;0.9480249480249481;0.0787878787878788;0.4393162393162393;0.07079646017699115;MeOH;0.249;1.0;1.0;0.4061;S;5.44;41.448;30701.7;0.1312487936691758;0.0740728141285466;0.0228860294117647;0.5762616612341238;218.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.129472907290729;468.0;False;False
113;214;219;0.7245322245322245;0.11515151515151514;0.7846153846153846;0.07079646017699115;MeOH;0.201;1.0;1.0;0.3037;S;9.48;45.074;24783.3;0.2103208057860407;0.0549835825531348;0.0106012658227848;0.4511633134764527;219.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1269929792979294;463.0;False;False
114;215;220;0.972972972972973;0.0202020202020202;0.25811965811965815;0.07079646017699115;MeOH;0.277;1.0;1.0;0.4468;P;3.3200000000000003;14.49;34154.1;0.2291235334713595;0.2357080745341614;0.0417168674698795;0.5935708665842419;220.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.0864874887488751;501.0;False;False
115;216;221;0.7203742203742204;0.02828282828282828;0.26666666666666666;0.07079646017699115;MeOH;0.199;1.0;1.0;0.6156;P;3.42;13.737;24536.7;0.2489626556016597;0.1786176020965276;0.0290935672514619;0.41373496684275596;221.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1001270927092705;501.0;False;False
116;218;223;0.4230769230769231;0.03737373737373737;0.41025641025641024;0.07079646017699115;MeOH;0.124;1.0;1.0;0.6558;P;5.1000000000000005;10.2695;15289.2;0.4966161935829398;0.1488796922927114;0.012156862745098;0.22029897718332023;223.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1075668766876685;509.0;False;False
117;219;224;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;10.0;15072.15;0.2;0.1507215;0.06675;0.15005057884680228;224.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1106667866786681;470.00000000000006;False;False
118;220;225;0.17671517671517672;0.0404040404040404;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;5.0;15072.15;0.4;0.301443;0.06675;0.15005057884680228;225.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1003337533753376;493.0;False;False
119;221;226;0.17671517671517672;0.02323232323232323;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;3.3;15072.15;0.6060606060606061;0.4567318181818181;0.06675;0.15005057884680228;226.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0797710171017103;505.0;False;False
120;222;227;0.17671517671517672;0.015151515151515152;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;2.5;15072.15;0.8;0.602886;0.06675;0.15005057884680228;227.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.091550675067507;511.0;False;False
121;223;228;0.17671517671517672;0.0101010101010101;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;2.0;15072.15;1.0;0.7536075;0.06675;0.15005057884680228;228.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1232730873087311;505.0;False;False
122;224;229;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;6.6;15072.15;0.303030303030303;0.228365909090909;0.06675;0.15005057884680228;229.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1106667866786681;484.0;False;False
123;225;230;0.17671517671517672;0.030303030303030304;0.1452991452991453;0.07079646017699115;CyPen;0.267;1.0;1.0;0.0;S;2.0;4.0;15072.15;0.5;0.37680375;0.06675;0.15005057884680228;230.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0879341134113413;499.0;False;False
124;228;233;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.3;1.0;1.0;0.0;S;2.0;6.6;16935.0;0.303030303030303;0.2565909090909091;0.075;0.16859615600764302;233.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1039503150315033;489.0;False;False
125;229;234;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.35;1.0;1.0;0.0;S;2.0;6.6;19757.5;0.303030303030303;0.2993560606060605;0.0875;0.1966955153422502;234.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1029170117011699;494.00000000000006;False;False
126;230;235;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.4;1.0;1.0;0.0;S;2.0;6.6;22580.0;0.303030303030303;0.3421212121212121;0.1;0.22479487467685738;235.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0947539153915388;496.0;False;False
127;231;236;0.2806652806652807;0.05656565656565656;0.23076923076923078;0.07079646017699115;CyPen;0.225;1.0;1.0;0.0;S;3.0;9.9;12701.249999999998;0.303030303030303;0.1282954545454545;0.0375;0.18826570754186805;236.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1153166516651666;474.0;False;False
128;232;237;0.2806652806652807;0.05656565656565656;0.23076923076923078;0.07079646017699115;CyPen;0.15;1.0;1.0;0.0;S;3.0;9.9;8467.5;0.303030303030303;0.085530303030303;0.025;0.14611666853995728;237.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1014703870387041;458.00000000000006;False;False
129;233;238;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.25;1.0;1.0;0.0;S;2.0;6.6;14112.499999999998;0.303030303030303;0.2138257575757575;0.0625;0.14049679667303586;238.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1167632763276325;480.0;False;False
130;234;239;0.12474012474012475;0.05656565656565656;0.10256410256410256;0.07079646017699115;CyPen;0.4;1.0;1.0;0.0;S;1.5;4.95;22580.0;0.303030303030303;0.4561616161616161;0.1333333333333333;0.19388557940878948;239.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0867974797479749;500.00000000000006;False;False
131;235;240;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.2;1.0;1.0;0.0;S;2.0;6.6;11290.0;0.303030303030303;0.171060606060606;0.05;0.11239743733842869;240.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1114934293429339;476.0;False;False
132;236;241;0.17671517671517672;0.05656565656565656;0.1452991452991453;0.07079646017699115;CyPen;0.4;1.0;1.0;0.3196;S;2.0;6.6;22580.0;0.303030303030303;0.3421212121212121;0.1;0.22479487467685738;241.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0952705670567057;498.0;False;False
133;237;242;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;CyPen;0.3;1.0;1.0;0.0;S;2.0;10.0;16935.0;0.2;0.1693499999999999;0.075;0.16859615600764302;242.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1201731773177314;483.0;False;False
134;238;243;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;CyPen;0.245;1.0;1.0;0.0;S;2.0;10.0;13830.249999999998;0.2;0.1383025;0.06125;0.13768686073957515;243.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1083935193519352;475.00000000000006;False;False
135;239;244;0.12474012474012475;0.1919191919191919;0.10256410256410256;0.07079646017699115;CyPen;0.368;1.0;1.0;0.0;S;1.5;15.0;20773.6;0.1;0.1384906666666666;0.1226666666666666;0.1759019894346409;244.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1157299729972995;476.0;False;False
136;240;245;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;CyPen;0.245;1.0;1.0;0.1761;S;2.0;10.0;13830.249999999998;0.2;0.1383025;0.06125;0.13768686073957515;245.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1217231323132317;472.0;False;False
137;243;248;0.735966735966736;0.008080808080808079;0.05811965811965812;0.07079646017699115;MeOH;0.1504;1.0;1.0;0.5541;S;0.98;6.642;18544.32;0.1475459199036435;0.2791978319783197;0.076734693877551;0.38113971001461167;248.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1029170117011699;491.0;False;False
138;244;249;0.9948024948024948;0.015151515151515152;0.8239316239316239;0.07079646017699115;n-BuOH;0.68;1.0;1.0;0.5796;S;9.94;12.3375;37060.0;0.8056737588652482;0.3003850050658561;0.0342052313883299;0.8690569855007306;249.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1105634563456345;506.0;False;False
139;245;250;0.6715176715176715;0.02121212121212121;0.3452991452991453;0.07079646017699115;n-BuOH;0.698;1.0;1.0;0.1684;S;4.34;10.478;38041.0;0.4142011834319526;0.3630559267035694;0.0804147465437788;0.6729234573451726;250.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1508622862286226;473.0;False;False
140;246;251;0.9823284823284824;0.0101010101010101;0.6136752136752137;0.07079646017699115;n-BuOH;0.726;1.0;1.0;0.6075;S;7.48;9.75;39567.0;0.7671794871794873;0.4058153846153847;0.0485294117647058;0.8743396650556368;251.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0956838883888386;507.0;False;False
141;247;252;0.8814968814968815;0.019191919191919187;0.42735042735042733;0.07079646017699115;n-BuOH;0.778;1.0;1.0;0.1546;S;5.3;12.731;42401.0;0.4163066530516063;0.3330531772837954;0.0733962264150943;0.8367989209846015;252.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1449724572457245;473.0;False;False
142;248;253;0.998960498960499;0.0;0.3230769230769231;0.07079646017699115;n-BuOH;0.727;1.0;1.0;0.4226;S;4.08;4.955;39621.5;0.8234106962663976;0.7996266397578204;0.0890931372549019;0.8647858828818703;253.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0924806480648068;509.0;False;False
143;249;254;0.7692307692307693;0.013131313131313131;0.29914529914529914;0.07079646017699115;n-BuOH;0.821;1.0;1.0;0.3713;S;3.8;8.855;44744.5;0.4291360813099943;0.5053020892151326;0.1080263157894736;0.79183994604923;254.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1301962196219621;495.0;False;False
144;250;255;0.9906444906444907;0.0030303030303030294;0.20854700854700856;0.07079646017699115;n-BuOH;0.989;1.0;1.0;0.5442;S;2.74;6.3895;53900.5;0.4288285468346506;0.8435793098051491;0.1804744525547445;1.0;255.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1170732673267327;500.00000000000006;False;False
145;251;256;0.8835758835758836;0.052525252525252523;0.7521367521367521;0.07079646017699115;n-BuOH;0.881;1.0;1.0;0.2795;P;9.1;27.28;48014.5;0.3335777126099707;0.1760062316715542;0.0484065934065934;0.917163088681578;256.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0864874887488746;460.0;False;False
146;252;257;0.8835758835758836;0.052525252525252523;0.7521367521367521;0.07079646017699115;n-BuOH;0.881;1.0;1.0;0.1692;S;9.1;27.28;48014.5;0.3335777126099707;0.1760062316715542;0.0484065934065934;0.917163088681578;257.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1224464446444644;459.0;False;False
147;253;258;0.7692307692307693;0.013131313131313131;0.29914529914529914;0.07079646017699115;n-BuOH;0.821;1.0;1.0;0.5699;P;3.8;8.855;44744.5;0.4291360813099943;0.5053020892151326;0.1080263157894736;0.79183994604923;258.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1020903690369037;511.0;False;False
148;254;259;0.9906444906444907;0.0030303030303030294;0.20854700854700856;0.07079646017699115;n-BuOH;0.989;1.0;1.0;0.5442;P;2.74;6.3895;53900.5;0.4288285468346506;0.8435793098051491;0.1804744525547445;1.0;259.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0917573357335732;510.0;False;False
149;255;260;0.998960498960499;0.0;0.3230769230769231;0.07079646017699115;n-BuOH;0.727;1.0;1.0;0.4631;P;4.08;4.955;39621.5;0.8234106962663976;0.7996266397578204;0.0890931372549019;0.8647858828818703;260.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0816309630963094;513.0;False;False
150;257;262;0.9948024948024948;0.015151515151515152;0.8239316239316239;0.07079646017699115;n-BuOH;0.68;1.0;1.0;0.0512;P;9.94;12.3375;37060.0;0.8056737588652482;0.3003850050658561;0.0342052313883299;0.8690569855007306;262.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0755344734473446;513.0;False;False
151;258;263;0.6715176715176715;0.02121212121212121;0.3452991452991453;0.07079646017699115;n-BuOH;0.698;1.0;1.0;0.2924;P;4.34;10.478;38041.0;0.4142011834319526;0.3630559267035694;0.0804147465437788;0.6729234573451726;263.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1159366336633662;511.0;False;False
152;259;264;0.9823284823284824;0.0101010101010101;0.6136752136752137;0.07079646017699115;n-BuOH;0.726;1.0;1.0;0.224;P;7.48;9.75;39567.0;0.7671794871794873;0.4058153846153847;0.0485294117647058;0.8743396650556368;264.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0791510351035102;513.0;False;False
153;260;j1;0.38461538461538464;0.09090909090909091;0.3162393162393162;0.07079646017699115;CyPen;0.49;1.0;1.0;0.1551;S;4.0;20.0;27660.5;0.2;0.1383025;0.06125;0.39901090255142185;j1.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1129400540054006;470.00000000000006;False;False
154;261;j2;0.38461538461538464;0.09090909090909091;0.3162393162393162;0.07079646017699115;EtOH;0.1;1.0;0.0;0.24;-;4.0;20.0;8565.0;0.2;0.0428249999999999;0.0125;0.1798358997414859;j2.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1043636363636366;456.0;False;False
155;262;j3;0.38461538461538464;0.09090909090909091;0.3162393162393162;0.07079646017699115;EtOH;0.2;1.0;1.0;0.105;-;4.0;20.0;17130.0;0.2;0.0856499999999999;0.025;0.23603461841070023;j3.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.0850408640864088;458.00000000000006;False;False
156;263;j4;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;EtOH;0.2;1.0;1.0;0.137;-;2.0;10.0;17130.0;0.2;0.1712999999999999;0.05;0.11239743733842869;j4.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.0959938793879389;460.0;False;False
157;264;j5;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;EtOH;0.3;1.0;1.0;0.186;-;2.0;10.0;25695.0;0.2;0.2569499999999999;0.075;0.16859615600764302;j5.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1421825382538251;474.0;False;False
158;265;j6;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;EtOH;0.4;1.0;0.0;0.514;-;2.0;10.0;34260.0;0.2;0.3425999999999999;0.1;0.22479487467685738;j6.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.2334232223222323;505.0;False;False
159;266;j7;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;EtOH;0.5;1.0;1.0;0.431;-;2.0;10.0;42825.0;0.2;0.42825;0.125;0.2809935933460717;j7.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1130433843384337;511.0;False;False
160;267;j8;0.17671517671517672;0.1919191919191919;0.1452991452991453;0.07079646017699115;EtOH;0.4;1.0;1.0;0.0798;-;2.0;20.0;34260.0;0.1;0.1712999999999999;0.1;0.22479487467685738;j8.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1014703870387037;460.0;False;False
161;268;j9;0.17671517671517672;0.1919191919191919;0.1452991452991453;0.07079646017699115;EtOH;0.8;1.0;0.0;0.2473;-;2.0;20.0;68520.0;0.1;0.3425999999999999;0.2;0.44958974935371476;j9.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1638819081908189;487.0;False;False
162;269;j10;0.17671517671517672;0.09090909090909091;0.1452991452991453;0.07079646017699115;EtOH;0.35;1.0;1.0;0.2131;-;2.0;10.0;29977.5;0.2;0.299775;0.0875;0.1966955153422502;j10.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1597486948694868;476.0;False;False
163;270;j11;0.17671517671517672;0.09090909090909091;0.05982905982905983;0.07079646017699115;EtOH;0.4;1.0;1.0;0.2072;-;1.0;10.0;34260.0;0.1;0.3425999999999999;0.2;0.21917500280993593;j11.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1361893789378938;475.00000000000006;False;False
164;271;j14;0.9440748440748441;0.02424242424242424;0.3992820512820513;0.07079646017699115;EtOH;0.1784;1.0;1.0;0.2732;S;4.9716000000000005;15.9494;15279.96;0.3117107853586969;0.0958027261213588;0.0179419100490787;0.5318174665617624;j14.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1006437443744374;459.0;False;False
