;Sample No.;V (PbBr2 prec.);c (PbBr2);V (Cs-OA);c (Cs-OA);antisolvent;V (antisolvent);perovskite ?;monodispersity;PLQY;S/P;n_Cs;n_Pb;n_As;Cs_Pb_ratio;AS_Pb_ratio;AS_Cs_ratio;V_total;PL_data;molecule_name;baseline;artificial;encoding;fwhm;peak_pos;NPL_type;poly_peak_pos;peak_pos_eV
72;124;0.2806652806652807;0.09090909090909091;0.23339011925042588;0.07488986784140969;EtOH;0.35;1.0;1.0;0.0;P;3.0;15.0;5.995499999999999;0.2;0.19985;0.058333333333333334;0.25851410587838597;124.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.13174617461746196;467.0;0.0;;
73;125;0.2806652806652807;0.09090909090909091;0.23339011925042588;0.07488986784140969;EtOH;0.4;1.0;1.0;0.0;P;3.0;15.0;6.852;0.2;0.2284;0.06666666666666667;0.28661346521299313;125.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.13401944194419446;473.0;4.0;;
74;129;0.2806652806652807;0.09090909090909091;0.10562180579216354;0.16299559471365638;Tol;0.0;1.0;1.0;0.0;P;3.0;15.0;0.0;0.2;0.0;0.0;0.05338878273575363;129.txt;Toluene;False;False;[1.0, 0.0, 0.0, 0.0, 0.0];0.07925436543654385;429.0;2.0;;
75;131;0.2806652806652807;0.09090909090909091;0.10562180579216354;0.42731277533039647;Tol;0.0;1.0;0.0;0.0;P;7.5;15.0;0.0;0.5;0.0;0.0;0.05338878273575363;131.txt;Toluene;False;False;[1.0, 0.0, 0.0, 0.0, 0.0];0.11480000000000024;461.0;3.0;;
76;147;0.22765072765072766;0.6262626262626262;0.797274275979557;0.004405286343612334;CyPen;0.206;1.0;0.0;0.194;P;1.924;78.435;2.3257399999999997;0.024529865493720913;0.014825906801810415;0.05353430353430354;0.1861301562324379;147.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.1474523852385241;458.99999999999994;3.0;;
77;154;0.24532224532224534;0.09090909090909091;0.022146507666098807;0.033920704845814977;i-PrOH;0.76;1.0;1.0;0.104;P;0.2782;13.3;9.9408;0.020917293233082706;0.3737142857142857;1.3659237958303379;0.45588400584466676;154.txt;Isopropanol;False;False;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1074635463546354;462.99999999999994;3.0;;
78;160;0.18607068607068608;0.09090909090909091;0.82793867120954;0.06475770925110133;MeOH;0.1448;1.0;1.0;0.0254;P;8.8323;10.450000000000001;3.570768;0.8451961722488037;0.17085014354066982;0.008197185331114206;0.13128020681128472;160.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.0778077407740776;516.0;9.0;;
79;178;0.8076923076923077;0.09090909090909091;0.2282793867120954;1.0;MeOH;0.169;1.0;1.0;0.0676;P;33.81;40.35;4.167540000000001;0.837918215613383;0.05164237918215613;0.0024992605737947354;0.44138473642800946;178.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.07450117011701174;514.0;9.0;;
80;179;0.10914760914760915;0.09090909090909091;0.313458262350937;0.044933920704845816;n-BuOH;0.224;1.0;1.0;0.2232;P;2.6004;6.75;2.4416;0.38524444444444444;0.18085925925925928;0.04307029687740348;0.10025851410587838;179.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09093069306930701;456.0;3.0;;
81;180;0.11330561330561331;0.09090909090909091;0.4020442930153322;0.06299559471365639;i-PrOH;0.231;1.0;0.0;0.6324;P;4.3077;6.95;3.02148;0.6198129496402877;0.2173726618705036;0.02681245212062121;0.11228503990109026;180.txt;Isopropanol;False;False;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.2740320432043202;495.0;6.0;;
82;181;0.2588357588357588;0.09090909090909091;0.7018739352640545;0.04581497797356828;n-BuOH;0.58;1.0;0.0;0.2597;P;5.695;13.950000000000001;6.322;0.4082437275985663;0.22659498207885304;0.050921861281826165;0.4068787231651118;181.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09341062106210618;456.99999999999994;3.0;;
83;182;0.11330561330561331;0.09090909090909091;0.3543441226575809;0.042731277533039645;n-BuOH;0.769;1.0;1.0;0.3467;P;2.8066999999999998;6.95;8.382100000000001;0.403841726618705;0.6030287769784173;0.1369936224035344;0.4114870180959874;182.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.11356003600360065;510.0;9.0;;
84;183;0.3232848232848233;0.09090909090909091;0.606473594548552;0.06828193832599119;n-BuOH;0.79;1.0;0.0;0.2465;P;6.826499999999999;17.05;8.611;0.4003812316715542;0.25252199413489734;0.05786274078957006;0.5534449814544229;183.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09950711071107099;458.00000000000006;3.0;;
85;185;0.19334719334719336;0.09090909090909091;0.4122657580919932;0.06343612334801761;n-BuOH;0.477;1.0;0.0;0.2291;P;4.436999999999999;10.8;5.1993;0.4108333333333333;0.24070833333333333;0.05375253549695741;0.29448128582668315;185.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09640720072007225;456.99999999999994;3.0;;
86;187;0.16943866943866945;0.09090909090909091;0.5332197614991482;0.04052863436123348;n-BuOH;0.515;1.0;0.0;0.5882;P;3.9772000000000003;9.65;5.6135;0.41214507772020725;0.29085492227979276;0.0647440410338932;0.31089131167809375;187.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.15788874887488769;507.99999999999994;8.0;;
87;188;0.17151767151767153;0.09090909090909091;0.4514480408858603;0.04889867841409691;n-BuOH;0.72;1.0;0.0;0.4904;P;3.9198;9.75;7.848;0.40203076923076925;0.40246153846153854;0.09184142048063677;0.42182758233112283;188.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.1208964896489646;509.0;8.0;;
88;191;0.4407484407484408;0.101010101010101;0.8296422487223168;0.07488986784140969;EtOH;0.1252;1.0;1.0;0.1049;P;10.0;24.97;2.144676;0.40048057669203047;0.042945054064877856;0.00626;0.25806451612903225;191.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.07884104410441051;460.0;3.0;;
89;192;0.38253638253638256;0.06060606060606061;0.7359454855195912;0.07488986784140969;n-BuOH;0.0994;1.0;1.0;0.2254;S;8.9;13.93;1.08346;0.6389088298636038;0.03888944723618091;0.005584269662921348;0.20591210520400136;192.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.16357191719171915;461.0;3.0;;
90;193;0.9054054054054054;0.0202020202020202;0.534923339011925;0.07488986784140969;EtOH;0.1122;1.0;1.0;0.5376;S;6.54;13.515;1.9219859999999998;0.4839067702552719;0.07110566037735849;0.008577981651376148;0.48252219849387434;193.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.11614329432943293;456.99999999999994;3.0;;
91;194;0.5748440748440748;0.030303030303030304;0.5979557069846678;0.07488986784140969;n-BuOH;0.662;1.0;1.0;0.8772;S;7.28;11.66;7.215800000000001;0.6243567753001715;0.3094253859348199;0.045467032967032965;0.6169495335506351;194.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09206732673267304;501.0;7.0;;
92;195;0.7796257796257796;0.050505050505050504;0.7836456558773425;0.07488986784140969;EtOH;0.248;1.0;1.0;0.1126;S;9.46;23.400000000000002;4.24824;0.4042735042735043;0.09077435897435897;0.01310782241014799;0.5072496347083286;195.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.11748658865886563;462.0;3.0;;
93;196;0.9158004158004158;0.0404040404040404;0.706984667802385;0.07488986784140969;EtOH;0.3;1.0;1.0;0.2832;S;8.56;22.775000000000002;5.138999999999999;0.3758507135016465;0.112821075740944;0.017523364485981307;0.6050354051927616;196.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.11170009000900105;460.0;3.0;;
94;197;0.8877338877338877;0.0404040404040404;0.8160136286201022;0.07488986784140969;EtOH;0.182;1.0;1.0;0.2951;S;9.84;22.1;3.11766;0.4452488687782805;0.07053529411764706;0.009247967479674797;0.5307406991120602;197.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.09888712871287142;456.0;3.0;;
95;198;1.0;0.0101010101010101;0.30153321976149916;0.07488986784140969;EtOH;0.384;1.0;1.0;0.4492;S;3.8000000000000003;9.92;6.57792;0.3830645161290323;0.3315483870967742;0.05052631578947368;0.6710127009104192;198.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.15323888388838913;480.0;0.0;;
96;199;0.2983367983367983;0.050505050505050504;0.637137989778535;0.07488986784140969;MeOH;0.176;1.0;1.0;0.0156;P;7.74;9.51;4.34016;0.8138801261829653;0.2281892744479495;0.011369509043927648;0.19692031021692705;199.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.07388118811881172;516.0;9.0;;
97;200;0.21101871101871103;0.06060606060606061;0.23339011925042588;0.07488986784140969;MeOH;0.1518;1.0;1.0;0.5845;P;3.0;8.155;3.743388;0.3678724708767627;0.22951489883507054;0.0253;0.10947510396762954;200.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.08814077407740761;511.0;9.0;;
98;201;0.33575883575883575;0.101010101010101;0.7189097103918228;0.07488986784140969;MeOH;0.239;1.0;1.0;0.376;P;8.700000000000001;19.415;5.89374;0.4481071336595417;0.15178315735256245;0.013735632183908044;0.2579521186916938;201.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.08700414041404114;512.0;9.0;;
99;202;0.5187110187110187;0.0808080808080808;0.7597955706984668;0.07488986784140969;MeOH;0.36;1.0;1.0;0.7182;P;9.18;23.805;8.8776;0.3856332703213611;0.18646502835538753;0.0196078431372549;0.42755985163538274;202.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.09341062106210618;510.0;9.0;;
100;203;0.9137214137214137;0.101010101010101;0.09369676320272573;0.5229074889867841;MeOH;0.251;1.0;1.0;0.4055;S;8.2756;49.995;6.18966;0.16552855285528556;0.0619027902790279;0.015165063560346075;0.535910981229628;203.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.11924320432043212;473.0;4.0;;
101;206;0.5166320166320166;0.13737373737373737;0.15843270868824533;0.566079295154185;MeOH;0.362;1.0;0.0;0.1782;P;13.939;38.471000000000004;8.926919999999999;0.3623248680824517;0.11602141873099216;0.012985149580314227;0.3878835562549174;206.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.07574113411341132;514.0;9.0;;
102;207;0.9480249480249481;0.0787878787878788;0.44122657580919933;0.07488986784140969;MeOH;0.249;1.0;1.0;0.1045;P;5.44;41.448;6.14034;0.13124879366917586;0.07407281412854662;0.022886029411764704;0.5762616612341238;207.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.08214761476147592;458.99999999999994;3.0;;
103;208;0.36486486486486486;0.051515151515151514;0.747870528109029;0.07488986784140969;EtOH;0.0528;1.0;1.0;0.2203;S;9.040000000000001;11.620500000000002;0.9044639999999999;0.7779355449421281;0.03891674196463146;0.0029203539823008844;0.17095650219175001;208.txt;Ethanol;False;False;[1.0, 0.0, 0.2, 0.0, 0.0];0.12575301530153027;473.0;4.0;;
104;209;0.7245322245322245;0.11515151515151514;0.7853492333901193;0.07488986784140969;MeOH;0.201;1.0;1.0;0.1072;P;9.48;45.074;4.95666;0.21032080578604076;0.05498358255313485;0.01060126582278481;0.4511633134764527;209.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.08287092709270905;460.0;3.0;;
105;210;0.9823284823284824;0.015151515151515152;0.5059625212947189;0.07488986784140969;i-PrOH;0.524;1.0;1.0;0.2439;S;6.2;12.1875;6.8539200000000005;0.5087179487179487;0.28118646153846155;0.04225806451612903;0.7536248173541643;210.txt;Isopropanol;False;False;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.13825598559856012;473.0;4.0;;
106;211;0.972972972972973;0.0202020202020202;0.2606473594548552;0.07488986784140969;MeOH;0.277;1.0;1.0;0.4177;S;3.3200000000000003;14.49;6.830820000000001;0.22912353347135958;0.23570807453416148;0.041716867469879515;0.5935708665842419;211.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.11583330333033315;488.00000000000006;5.0;;
107;212;0.9449064449064449;0.012121212121212121;0.424190800681431;0.07488986784140969;i-PrOH;0.672;1.0;1.0;0.2928;S;5.24;10.329;8.789760000000001;0.5073095168941815;0.42548939878013364;0.06412213740458016;0.8111723052714398;212.txt;Isopropanol;False;False;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1279229522952292;476.0;4.0;;
108;213;0.7203742203742204;0.02828282828282828;0.26916524701873934;0.07488986784140969;MeOH;0.199;1.0;1.0;0.4485;S;3.42;13.737;4.9073400000000005;0.24896265560165975;0.17861760209652763;0.029093567251461987;0.41373496684275596;213.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.1259596759675965;485.99999999999994;5.0;;
109;215;0.22972972972972974;0.09797979797979797;0.5570698466780238;0.07488986784140969;MeOH;0.1278;1.0;1.0;0.273;S;6.8;13.4285;3.151548;0.5063856722642142;0.11734549651859849;0.009397058823529411;0.12745869394177814;215.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.10715355535553561;475.00000000000006;4.0;;
110;216;0.08856548856548857;0.17575757575757572;0.5195911413969335;0.07488986784140969;MeOH;0.0542;1.0;0.0;0.5809;S;6.36;10.5984;1.3365719999999999;0.600090579710145;0.06305536684782609;0.004261006289308176;0.0073058334269978644;216.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.14125256525652574;507.0;8.0;;
111;217;0.4230769230769231;0.03737373737373737;0.4122657580919932;0.07488986784140969;MeOH;0.124;1.0;1.0;0.3935;S;5.1000000000000005;10.2695;3.05784;0.4966161935829398;0.1488796922927114;0.012156862745098038;0.22029897718332023;217.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.09981710171017077;491.99999999999994;6.0;;
112;218;0.9480249480249481;0.0787878787878788;0.44122657580919933;0.07488986784140969;MeOH;0.249;1.0;1.0;0.4061;S;5.44;41.448;6.14034;0.13124879366917586;0.07407281412854662;0.022886029411764704;0.5762616612341238;218.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.12947290729072902;468.0;0.0;;
113;219;0.7245322245322245;0.11515151515151514;0.7853492333901193;0.07488986784140969;MeOH;0.201;1.0;1.0;0.3037;S;9.48;45.074;4.95666;0.21032080578604076;0.05498358255313485;0.01060126582278481;0.4511633134764527;219.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.1269929792979294;462.99999999999994;3.0;;
114;220;0.972972972972973;0.0202020202020202;0.2606473594548552;0.07488986784140969;MeOH;0.277;1.0;1.0;0.4468;P;3.3200000000000003;14.49;6.830820000000001;0.22912353347135958;0.23570807453416148;0.041716867469879515;0.5935708665842419;220.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.08648748874887513;501.0;7.0;;
115;221;0.7203742203742204;0.02828282828282828;0.26916524701873934;0.07488986784140969;MeOH;0.199;1.0;1.0;0.6156;P;3.42;13.737;4.9073400000000005;0.24896265560165975;0.17861760209652763;0.029093567251461987;0.41373496684275596;221.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.10012709270927056;501.0;7.0;;
116;223;0.4230769230769231;0.03737373737373737;0.4122657580919932;0.07488986784140969;MeOH;0.124;1.0;1.0;0.6558;P;5.1000000000000005;10.2695;3.05784;0.4966161935829398;0.1488796922927114;0.012156862745098038;0.22029897718332023;223.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.10756687668766851;509.0;8.0;;
117;224;0.17671517671517672;0.09090909090909091;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;10.0;3.01443;0.2;0.1507215;0.06675;0.15005057884680228;224.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.11066678667866814;470.00000000000006;0.0;;
118;225;0.17671517671517672;0.0404040404040404;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;5.0;3.01443;0.4;0.301443;0.06675;0.15005057884680228;225.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.10033375337533768;493.0;6.0;;
119;226;0.17671517671517672;0.02323232323232323;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;3.3;3.01443;0.6060606060606061;0.4567318181818181;0.06675;0.15005057884680228;226.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.0797710171017103;505.0;8.0;;
120;227;0.17671517671517672;0.015151515151515152;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;2.5;3.01443;0.8;0.602886;0.06675;0.15005057884680228;227.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.09155067506750703;511.0;9.0;;
121;228;0.17671517671517672;0.0101010101010101;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;2.0;3.01443;1.0;0.7536075;0.06675;0.15005057884680228;228.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.1232730873087311;505.0;8.0;;
122;229;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;6.6;3.01443;0.30303030303030304;0.22836590909090906;0.06675;0.15005057884680228;229.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.11066678667866814;483.99999999999994;0.0;;
123;230;0.17671517671517672;0.030303030303030304;0.14821124361158433;0.07488986784140969;CyPen;0.267;1.0;1.0;0.0;S;2.0;4.0;3.01443;0.5;0.37680375;0.06675;0.15005057884680228;230.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.08793411341134139;499.0;7.0;;
124;233;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.3;1.0;1.0;0.0;S;2.0;6.6;3.3869999999999996;0.30303030303030304;0.2565909090909091;0.075;0.16859615600764302;233.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.10395031503150332;489.0;5.0;;
125;234;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.35;1.0;1.0;0.0;S;2.0;6.6;3.9514999999999993;0.30303030303030304;0.29935606060606057;0.0875;0.1966955153422502;234.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.10291701170116996;494.00000000000006;6.0;;
126;235;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.4;1.0;1.0;0.0;S;2.0;6.6;4.516;0.30303030303030304;0.3421212121212121;0.1;0.22479487467685738;235.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.09475391539153888;496.0;6.0;;
127;236;0.2806652806652807;0.05656565656565656;0.23339011925042588;0.07488986784140969;CyPen;0.225;1.0;1.0;0.0;S;3.0;9.9;2.54025;0.30303030303030304;0.12829545454545455;0.0375;0.18826570754186805;236.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.11531665166516669;474.0;4.0;;
128;237;0.2806652806652807;0.05656565656565656;0.23339011925042588;0.07488986784140969;CyPen;0.15;1.0;1.0;0.0;S;3.0;9.9;1.6934999999999998;0.30303030303030304;0.08553030303030303;0.025;0.14611666853995728;237.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.10147038703870415;458.00000000000006;3.0;;
129;238;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.25;1.0;1.0;0.0;S;2.0;6.6;2.8225;0.30303030303030304;0.21382575757575756;0.0625;0.14049679667303586;238.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.1167632763276325;480.0;0.0;;
130;239;0.12474012474012475;0.05656565656565656;0.10562180579216354;0.07488986784140969;CyPen;0.4;1.0;1.0;0.0;S;1.5;4.95;4.516;0.30303030303030304;0.45616161616161616;0.13333333333333333;0.19388557940878948;239.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.08679747974797491;500.00000000000006;7.0;;
131;240;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.2;1.0;1.0;0.0;S;2.0;6.6;2.258;0.30303030303030304;0.17106060606060605;0.05;0.11239743733842869;240.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.11149342934293394;476.0;4.0;;
132;241;0.17671517671517672;0.05656565656565656;0.14821124361158433;0.07488986784140969;CyPen;0.4;1.0;1.0;0.3196;S;2.0;6.6;4.516;0.30303030303030304;0.3421212121212121;0.1;0.22479487467685738;241.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.09527056705670578;498.0;7.0;;
133;242;0.17671517671517672;0.09090909090909091;0.14821124361158433;0.07488986784140969;CyPen;0.3;1.0;1.0;0.0;S;2.0;10.0;3.3869999999999996;0.2;0.16934999999999997;0.075;0.16859615600764302;242.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.12017317731773147;483.0;0.0;;
134;243;0.17671517671517672;0.09090909090909091;0.14821124361158433;0.07488986784140969;CyPen;0.245;1.0;1.0;0.0;S;2.0;10.0;2.76605;0.2;0.1383025;0.06125;0.13768686073957515;243.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.1083935193519352;475.00000000000006;4.0;;
135;244;0.12474012474012475;0.1919191919191919;0.10562180579216354;0.07488986784140969;CyPen;0.368;1.0;1.0;0.0;S;1.5;15.0;4.154719999999999;0.1;0.13849066666666665;0.12266666666666666;0.1759019894346409;244.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.11572997299729959;476.0;4.0;;
136;245;0.17671517671517672;0.09090909090909091;0.14821124361158433;0.07488986784140969;CyPen;0.245;1.0;1.0;0.1761;S;2.0;10.0;2.76605;0.2;0.1383025;0.06125;0.13768686073957515;245.txt;Cyclopentanone;False;False;[0.0, 1.0, 0.5, 1.0, 2.0];0.12172313231323173;471.99999999999994;4.0;;
137;248;0.735966735966736;0.008080808080808079;0.06132879045996593;0.07488986784140969;MeOH;0.1504;1.0;1.0;0.5541;S;0.98;6.6419999999999995;3.708864;0.1475459199036435;0.27919783197831977;0.07673469387755102;0.38113971001461167;248.txt;Methanol;False;False;[1.0, 0.0, 0.1, 0.0, 0.0];0.10291701170116996;491.0;6.0;;
138;249;0.9948024948024948;0.015151515151515152;0.8245315161839863;0.07488986784140969;n-BuOH;0.68;1.0;1.0;0.5796;S;9.94;12.3375;7.412000000000001;0.8056737588652482;0.30038500506585614;0.03420523138832998;0.8690569855007306;249.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.11056345634563458;506.0;8.0;;
139;250;0.6715176715176715;0.02121212121212121;0.3475298126064736;0.07488986784140969;n-BuOH;0.698;1.0;1.0;0.1684;S;4.34;10.478;7.6082;0.41420118343195267;0.3630559267035694;0.0804147465437788;0.6729234573451726;250.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.15086228622862263;473.0;4.0;;
140;251;0.9823284823284824;0.0101010101010101;0.6149914821124361;0.07488986784140969;n-BuOH;0.726;1.0;1.0;0.6075;S;7.48;9.75;7.9134;0.7671794871794873;0.4058153846153847;0.04852941176470588;0.8743396650556368;251.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09568388838883868;507.0;8.0;;
141;252;0.8814968814968815;0.019191919191919187;0.4293015332197615;0.07488986784140969;n-BuOH;0.778;1.0;1.0;0.1546;S;5.3;12.731;8.4802;0.4163066530516063;0.33305317728379547;0.07339622641509434;0.8367989209846015;252.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.1449724572457245;473.0;4.0;;
142;253;0.998960498960499;0.0;0.32538330494037476;0.07488986784140969;n-BuOH;0.727;1.0;1.0;0.4226;S;4.08;4.955;7.9243;0.8234106962663976;0.7996266397578204;0.08909313725490196;0.8647858828818703;253.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09248064806480683;509.0;8.0;;
143;254;0.7692307692307693;0.013131313131313131;0.30153321976149916;0.07488986784140969;n-BuOH;0.821;1.0;1.0;0.3713;S;3.8000000000000003;8.855;8.9489;0.42913608130999437;0.5053020892151326;0.10802631578947368;0.79183994604923;254.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.13019621962196215;495.0;6.0;;
144;255;0.9906444906444907;0.0030303030303030294;0.21124361158432708;0.07488986784140969;n-BuOH;0.989;1.0;1.0;0.5442;S;2.74;6.3895;10.780100000000001;0.42882854683465066;0.8435793098051491;0.1804744525547445;1.0;255.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.11707326732673273;500.00000000000006;7.0;;
145;256;0.8835758835758836;0.052525252525252523;0.7529812606473595;0.07488986784140969;n-BuOH;0.881;1.0;1.0;0.2795;P;9.1;27.279999999999998;9.6029;0.3335777126099707;0.17600623167155427;0.04840659340659341;0.917163088681578;256.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.08648748874887469;460.0;3.0;;
146;257;0.8835758835758836;0.052525252525252523;0.7529812606473595;0.07488986784140969;n-BuOH;0.881;1.0;1.0;0.1692;S;9.1;27.279999999999998;9.6029;0.3335777126099707;0.17600623167155427;0.04840659340659341;0.917163088681578;257.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.12244644464446441;458.99999999999994;3.0;;
147;258;0.7692307692307693;0.013131313131313131;0.30153321976149916;0.07488986784140969;n-BuOH;0.821;1.0;1.0;0.5699;P;3.8000000000000003;8.855;8.9489;0.42913608130999437;0.5053020892151326;0.10802631578947368;0.79183994604923;258.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.10209036903690372;511.0;9.0;;
148;259;0.9906444906444907;0.0030303030303030294;0.21124361158432708;0.07488986784140969;n-BuOH;0.989;1.0;1.0;0.5442;P;2.74;6.3895;10.780100000000001;0.42882854683465066;0.8435793098051491;0.1804744525547445;1.0;259.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.09175733573357325;510.0;9.0;;
149;260;0.998960498960499;0.0;0.32538330494037476;0.07488986784140969;n-BuOH;0.727;1.0;1.0;0.4631;P;4.08;4.955;7.9243;0.8234106962663976;0.7996266397578204;0.08909313725490196;0.8647858828818703;260.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.08163096309630946;513.0;9.0;;
150;262;0.9948024948024948;0.015151515151515152;0.8245315161839863;0.07488986784140969;n-BuOH;0.68;1.0;1.0;0.0512;P;9.94;12.3375;7.412000000000001;0.8056737588652482;0.30038500506585614;0.03420523138832998;0.8690569855007306;262.txt;Butanol;False;False;[1.0, 0.0, 0.4, 0.0, 0.0];0.07553447344734465;513.0;9.0;;
