Acetone, 0.126
Ethanol, 0.0511
Methanol, 0.0373
Isopropanol, 0.1392
Butanol, 0.1027
Toluene, 0.2005
Butanone, 0.2217
Propanol, 0.0948
Hexanol, 0.1184
Octanol, 0.1736
Cyclopentanone, 0.0404
Cyclopentanol, 0.0819
Pentanol, 0.2071
3-Pentanone, 0.2685
Pentanone, 0.166
