;Sample No.;V (PbBr2 prec.);c (PbBr2);V (Cs-OA);c (Cs-OA);antisolvent;V (antisolvent);perovskite ?;monodispersity;PLQY;S/P;n_Cs;n_Pb;n_As;Cs_Pb_ratio;AS_Pb_ratio;AS_Cs_ratio;V_total;PL_data;molecule_name;encoding;fwhm;peak_pos
192;197;4420;0.005;492.0;0.02;EtOH;910;1.0;1.0;0.2951;S;9.84;22.1;15588.3;0.4452488687782805;0.07053529411764706;0.009247967479674797;5822.0;197.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.09888712871287142;456.0
193;198;4960;0.002;190.0;0.02;EtOH;1920;1.0;1.0;0.4492;S;3.8000000000000003;9.92;32889.6;0.3830645161290323;0.3315483870967742;0.05052631578947368;7070.0;198.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.15323888388838913;480.0
194;199;1585;0.006;387.0;0.02;MeOH;880;1.0;1.0;0.0156;P;7.74;9.51;21700.8;0.8138801261829653;0.2281892744479495;0.011369509043927648;2852.0;199.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.07388118811881172;516.0
195;200;1165;0.007;150.0;0.02;MeOH;759;1.0;1.0;0.5845;P;3.0;8.155;18716.94;0.3678724708767627;0.22951489883507054;0.0253;2074.0;200.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.08814077407740761;511.0
196;201;1765;0.011;435.0;0.02;MeOH;1195;1.0;1.0;0.376;P;8.700000000000001;19.415;29468.7;0.4481071336595417;0.15178315735256245;0.013735632183908044;3395.0;201.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.08700414041404114;512.0
197;202;2645;0.009;459.0;0.02;MeOH;1800;1.0;1.0;0.7182;P;9.18;23.805;44388.0;0.3856332703213611;0.18646502835538753;0.0196078431372549;4904.0;202.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.09341062106210618;510.0
198;203;4545;0.011;68.0;0.1217;MeOH;1255;1.0;1.0;0.4055;S;8.2756;49.995;30948.3;0.16552855285528556;0.0619027902790279;0.015165063560346075;5868.0;203.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.11924320432043212;473.0
201;206;2635;0.0146;106.0;0.1315;MeOH;1810;1.0;0.0;0.1782;P;13.939;38.471000000000004;44634.6;0.3623248680824517;0.11602141873099216;0.012985149580314227;4551.0;206.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.07574113411341132;514.0
202;207;4710;0.0088;272.0;0.02;MeOH;1245;1.0;1.0;0.1045;P;5.44;41.448;30701.7;0.13124879366917586;0.07407281412854662;0.022886029411764704;6227.0;207.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.08214761476147592;458.99999999999994
203;208;1905;0.0061;452.0;0.02;EtOH;264;1.0;1.0;0.2203;S;9.040000000000001;11.620500000000002;4522.32;0.7779355449421281;0.03891674196463146;0.0029203539823008844;2621.0;208.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.12575301530153027;473.0
204;209;3635;0.0124;474.0;0.02;MeOH;1005;1.0;1.0;0.1072;P;9.48;45.074;24783.3;0.21032080578604076;0.05498358255313485;0.01060126582278481;5114.0;209.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.08287092709270905;460.0
205;210;4875;0.0025;310.0;0.02;i-PrOH;2620;1.0;1.0;0.2439;S;6.2;12.1875;34269.6;0.5087179487179487;0.28118646153846155;0.04225806451612903;7805.0;210.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.13825598559856012;473.0
206;211;4830;0.003;166.0;0.02;MeOH;1385;1.0;1.0;0.4177;S;3.3200000000000003;14.49;34154.1;0.22912353347135958;0.23570807453416148;0.041716867469879515;6381.0;211.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.11583330333033315;488.00000000000006
207;212;4695;0.0022;262.0;0.02;i-PrOH;3360;1.0;1.0;0.2928;S;5.24;10.329;43948.8;0.5073095168941815;0.42548939878013364;0.06412213740458016;8317.0;212.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1279229522952292;476.0
208;213;3615;0.0038;171.0;0.02;MeOH;995;1.0;1.0;0.4485;S;3.42;13.737;24536.7;0.24896265560165975;0.17861760209652763;0.029093567251461987;4781.0;213.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1259596759675965;485.99999999999994
210;215;1255;0.0107;340.0;0.02;MeOH;639;1.0;1.0;0.273;S;6.8;13.4285;15757.74;0.5063856722642142;0.11734549651859849;0.009397058823529411;2234.0;215.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.10715355535553561;475.00000000000006
211;216;576;0.0184;318.0;0.02;MeOH;271;1.0;0.0;0.5809;S;6.36;10.5984;6682.86;0.600090579710145;0.06305536684782609;0.004261006289308176;1165.0;216.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.14125256525652574;507.0
212;217;2185;0.0047;255.0;0.02;MeOH;620;1.0;1.0;0.3935;S;5.1000000000000005;10.2695;15289.2;0.4966161935829398;0.1488796922927114;0.012156862745098038;3060.0;217.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.09981710171017077;491.99999999999994
213;218;4710;0.0088;272.0;0.02;MeOH;1245;1.0;1.0;0.4061;S;5.44;41.448;30701.7;0.13124879366917586;0.07407281412854662;0.022886029411764704;6227.0;218.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.12947290729072902;468.0
214;219;3635;0.0124;474.0;0.02;MeOH;1005;1.0;1.0;0.3037;S;9.48;45.074;24783.3;0.21032080578604076;0.05498358255313485;0.01060126582278481;5114.0;219.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.1269929792979294;462.99999999999994
215;220;4830;0.003;166.0;0.02;MeOH;1385;1.0;1.0;0.4468;P;3.3200000000000003;14.49;34154.1;0.22912353347135958;0.23570807453416148;0.041716867469879515;6381.0;220.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.08648748874887513;501.0
216;221;3615;0.0038;171.0;0.02;MeOH;995;1.0;1.0;0.6156;P;3.42;13.737;24536.7;0.24896265560165975;0.17861760209652763;0.029093567251461987;4781.0;221.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.10012709270927056;501.0
218;223;2185;0.0047;255.0;0.02;MeOH;620;1.0;1.0;0.6558;P;5.1000000000000005;10.2695;15289.2;0.4966161935829398;0.1488796922927114;0.012156862745098038;3060.0;223.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.10756687668766851;509.0
219;224;1000;0.01;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;10.0;15072.15;0.2;0.1507215;0.06675;2435.0;224.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11066678667866814;470.00000000000006
220;225;1000;0.005;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;5.0;15072.15;0.4;0.301443;0.06675;2435.0;225.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10033375337533768;493.0
221;226;1000;0.0033;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;3.3;15072.15;0.6060606060606061;0.4567318181818181;0.06675;2435.0;226.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.0797710171017103;505.0
222;227;1000;0.0025;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;2.5;15072.15;0.8;0.602886;0.06675;2435.0;227.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09155067506750703;511.0
223;228;1000;0.002;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;2.0;15072.15;1.0;0.7536075;0.06675;2435.0;228.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1232730873087311;505.0
224;229;1000;0.0066;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;6.6;15072.15;0.30303030303030304;0.22836590909090906;0.06675;2435.0;229.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11066678667866814;483.99999999999994
225;230;1000;0.004;100.0;0.02;CyPen;1335;1.0;1.0;0.0;S;2.0;4.0;15072.15;0.5;0.37680375;0.06675;2435.0;230.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.08793411341134139;499.0
228;233;1000;0.0066;100.0;0.02;CyPen;1500;1.0;1.0;0.0;S;2.0;6.6;16935.0;0.30303030303030304;0.2565909090909091;0.075;2600.0;233.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10395031503150332;489.0
229;234;1000;0.0066;100.0;0.02;CyPen;1750;1.0;1.0;0.0;S;2.0;6.6;19757.5;0.30303030303030304;0.29935606060606057;0.0875;2850.0;234.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10291701170116996;494.00000000000006
230;235;1000;0.0066;100.0;0.02;CyPen;2000;1.0;1.0;0.0;S;2.0;6.6;22580.0;0.30303030303030304;0.3421212121212121;0.1;3100.0;235.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09475391539153888;496.0
231;236;1500;0.0066;150.0;0.02;CyPen;1125;1.0;1.0;0.0;S;3.0;9.9;12701.249999999998;0.30303030303030304;0.12829545454545455;0.0375;2775.0;236.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11531665166516669;474.0
232;237;1500;0.0066;150.0;0.02;CyPen;750;1.0;1.0;0.0;S;3.0;9.9;8467.5;0.30303030303030304;0.08553030303030303;0.025;2400.0;237.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.10147038703870415;458.00000000000006
233;238;1000;0.0066;100.0;0.02;CyPen;1250;1.0;1.0;0.0;S;2.0;6.6;14112.499999999998;0.30303030303030304;0.21382575757575756;0.0625;2350.0;238.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1167632763276325;480.0
234;239;750;0.0066;75.0;0.02;CyPen;2000;1.0;1.0;0.0;S;1.5;4.95;22580.0;0.30303030303030304;0.45616161616161616;0.13333333333333333;2825.0;239.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.08679747974797491;500.00000000000006
235;240;1000;0.0066;100.0;0.02;CyPen;1000;1.0;1.0;0.0;S;2.0;6.6;11290.0;0.30303030303030304;0.17106060606060605;0.05;2100.0;240.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11149342934293394;476.0
236;241;1000;0.0066;100.0;0.02;CyPen;2000;1.0;1.0;0.3196;S;2.0;6.6;22580.0;0.30303030303030304;0.3421212121212121;0.1;3100.0;241.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.09527056705670578;498.0
237;242;1000;0.01;100.0;0.02;CyPen;1500;1.0;1.0;0.0;S;2.0;10.0;16935.0;0.2;0.16934999999999997;0.075;2600.0;242.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.12017317731773147;483.0
238;243;1000;0.01;100.0;0.02;CyPen;1225;1.0;1.0;0.0;S;2.0;10.0;13830.249999999998;0.2;0.1383025;0.06125;2325.0;243.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.1083935193519352;475.00000000000006
239;244;750;0.02;75.0;0.02;CyPen;1840;1.0;1.0;0.0;S;1.5;15.0;20773.6;0.1;0.13849066666666665;0.12266666666666666;2665.0;244.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11572997299729959;476.0
240;245;1000;0.01;100.0;0.02;CyPen;1225;1.0;1.0;0.1761;S;2.0;10.0;13830.249999999998;0.2;0.1383025;0.06125;2325.0;245.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.12172313231323173;471.99999999999994
243;248;3690;0.0018;49.0;0.02;MeOH;752;1.0;1.0;0.5541;S;0.98;6.6419999999999995;18544.32;0.1475459199036435;0.27919783197831977;0.07673469387755102;4491.0;248.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.10291701170116996;491.0
244;249;4935;0.0025;497.0;0.02;n-BuOH;3400;1.0;1.0;0.5796;S;9.94;12.3375;37060.0;0.8056737588652482;0.30038500506585614;0.03420523138832998;8832.0;249.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.11056345634563458;506.0
245;250;3380;0.0031;217.0;0.02;n-BuOH;3490;1.0;1.0;0.1684;S;4.34;10.478;38041.0;0.41420118343195267;0.3630559267035694;0.0804147465437788;7087.0;250.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.15086228622862263;473.0
246;251;4875;0.002;374.0;0.02;n-BuOH;3630;1.0;1.0;0.6075;S;7.48;9.75;39567.0;0.7671794871794873;0.4058153846153847;0.04852941176470588;8879.0;251.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.09568388838883868;507.0
247;252;4390;0.0029;265.0;0.02;n-BuOH;3890;1.0;1.0;0.1546;S;5.3;12.731;42401.0;0.4163066530516063;0.33305317728379547;0.07339622641509434;8545.0;252.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1449724572457245;473.0
248;253;4955;0.001;204.0;0.02;n-BuOH;3635;1.0;1.0;0.4226;S;4.08;4.955;39621.5;0.8234106962663976;0.7996266397578204;0.08909313725490196;8794.0;253.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.09248064806480683;509.0
249;254;3850;0.0023;190.0;0.02;n-BuOH;4105;1.0;1.0;0.3713;S;3.8000000000000003;8.855;44744.5;0.42913608130999437;0.5053020892151326;0.10802631578947368;8145.0;254.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.13019621962196215;495.0
250;255;4915;0.0013;137.0;0.02;n-BuOH;4945;1.0;1.0;0.5442;S;2.74;6.3895;53900.5;0.42882854683465066;0.8435793098051491;0.1804744525547445;9997.0;255.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.11707326732673273;500.00000000000006
251;256;4400;0.0062;455.0;0.02;n-BuOH;4405;1.0;1.0;0.2795;P;9.1;27.279999999999998;48014.5;0.3335777126099707;0.17600623167155427;0.04840659340659341;9260.0;256.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.08648748874887469;460.0
252;257;4400;0.0062;455.0;0.02;n-BuOH;4405;1.0;1.0;0.1692;S;9.1;27.279999999999998;48014.5;0.3335777126099707;0.17600623167155427;0.04840659340659341;9260.0;257.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.12244644464446441;458.99999999999994
253;258;3850;0.0023;190.0;0.02;n-BuOH;4105;1.0;1.0;0.5699;P;3.8000000000000003;8.855;44744.5;0.42913608130999437;0.5053020892151326;0.10802631578947368;8145.0;258.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.10209036903690372;511.0
254;259;4915;0.0013;137.0;0.02;n-BuOH;4945;1.0;1.0;0.5442;P;2.74;6.3895;53900.5;0.42882854683465066;0.8435793098051491;0.1804744525547445;9997.0;259.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.09175733573357325;510.0
255;260;4955;0.001;204.0;0.02;n-BuOH;3635;1.0;1.0;0.4631;P;4.08;4.955;39621.5;0.8234106962663976;0.7996266397578204;0.08909313725490196;8794.0;260.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.08163096309630946;513.0
257;262;4935;0.0025;497.0;0.02;n-BuOH;3400;1.0;1.0;0.0512;P;9.94;12.3375;37060.0;0.8056737588652482;0.30038500506585614;0.03420523138832998;8832.0;262.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.07553447344734465;513.0
258;263;3380;0.0031;217.0;0.02;n-BuOH;3490;1.0;1.0;0.2924;P;4.34;10.478;38041.0;0.41420118343195267;0.3630559267035694;0.0804147465437788;7087.0;263.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.11593663366336626;511.0
259;264;4875;0.002;374.0;0.02;n-BuOH;3630;1.0;1.0;0.224;P;7.48;9.75;39567.0;0.7671794871794873;0.4058153846153847;0.04852941176470588;8879.0;264.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.07915103510351029;513.0
260;j1;2000;0.01;200.0;0.02;CyPen;2450;1.0;1.0;0.1551;S;4.0;20.0;27660.499999999996;0.2;0.1383025;0.06125;4650.0;j1.txt;Cyclopentanone;[0.0, 1.0, 0.5, 1.0, 2.0];0.11294005400540064;470.00000000000006
261;j2;2000;0.01;200.0;0.02;EtOH;500;1.0;0.0;0.24;-;4.0;20.0;8565.0;0.2;0.042824999999999995;0.0125;2700.0;j2.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.10436363636363666;456.0
262;j3;2000;0.01;200.0;0.02;EtOH;1000;1.0;1.0;0.105;-;4.0;20.0;17130.0;0.2;0.08564999999999999;0.025;3200.0;j3.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.08504086408640887;458.00000000000006
263;j4;1000;0.01;100.0;0.02;EtOH;1000;1.0;1.0;0.137;-;2.0;10.0;17130.0;0.2;0.17129999999999998;0.05;2100.0;j4.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.09599387938793891;460.0
264;j5;1000;0.01;100.0;0.02;EtOH;1500;1.0;1.0;0.186;-;2.0;10.0;25695.0;0.2;0.25694999999999996;0.075;2600.0;j5.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1421825382538251;474.0
265;j6;1000;0.01;100.0;0.02;EtOH;2000;1.0;0.0;0.514;-;2.0;10.0;34260.0;0.2;0.34259999999999996;0.1;3100.0;j6.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.23342322232223234;505.0
266;j7;1000;0.01;100.0;0.02;EtOH;2500;1.0;1.0;0.431;-;2.0;10.0;42825.0;0.2;0.42825;0.125;3600.0;j7.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.11304338433843375;511.0
267;j8;1000;0.02;100.0;0.02;EtOH;2000;1.0;1.0;0.0798;-;2.0;20.0;34260.0;0.1;0.17129999999999998;0.1;3100.0;j8.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1014703870387037;460.0
268;j9;1000;0.02;100.0;0.02;EtOH;4000;1.0;0.0;0.2473;-;2.0;20.0;68520.0;0.1;0.34259999999999996;0.2;5100.0;j9.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.16388190819081894;487.0
269;j10;1000;0.01;100.0;0.02;EtOH;1750;1.0;1.0;0.2131;-;2.0;10.0;29977.5;0.2;0.299775;0.0875;2850.0;j10.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.15974869486948684;476.0
270;j11;1000;0.01;50.0;0.02;EtOH;2000;1.0;1.0;0.2072;-;1.0;10.0;34260.0;0.1;0.34259999999999996;0.2;3050.0;j11.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.13618937893789385;475.00000000000006
271;j14;4691;0.0034;248.58;0.02;EtOH;892;1.0;1.0;0.2732;S;4.9716000000000005;15.949399999999999;15279.96;0.31171078535869695;0.0958027261213588;0.017941910049078764;5831.58;j14.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.10064374437443746;458.99999999999994
272;j15;3485;0.00606;196.0;0.02;MeOH;962;1.0;0.0;0.1371;-;3.92;21.1191;23722.920000000002;0.18561397029229465;0.11232921857465517;0.02454081632653061;4643.0;j15.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.08545418541854177;458.99999999999994
273;j16;3145;0.00696;174.0;0.02;MeOH;2366;1.0;1.0;0.4685;P;3.48;21.8892;58345.56;0.1589825119236884;0.26654953127569764;0.06798850574712643;5685.0;j16.txt;Methanol;[1.0, 0.0, 0.1, 0.0, 0.0];0.09320396039603951;510.0
274;j17;3035;0.0021;165.0;0.02;n-BuOH;3295;1.0;1.0;0.1338;P;3.3000000000000003;6.3735;35915.5;0.5177688867968935;0.5635129834470856;0.09984848484848485;6495.0;j17.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.09341062106210618;510.0
275;j18;2665;0.00477;356.0;0.02;n-BuOH;3265;1.0;1.0;0.1417;P;7.12;12.71205;35588.5;0.560098489228724;0.27995877926848933;0.04585674157303371;6286.0;j18.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.09630387038703869;511.0
276;j19;2385;0.074;68.0;0.02;n-BuOH;4435;1.0;1.0;0.3161;P;1.36;176.48999999999998;48341.5;0.007705819026573745;0.027390503711258434;0.32610294117647054;6888.0;j19.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.0690246624662465;431.0
277;j20;3331;0.0076;441.0;0.02;n-BuOH;4413;1.0;1.0;0.164;P;8.82;25.3156;48101.700000000004;0.34840177598002814;0.1900081372750399;0.05003401360544218;8185.0;j20.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.08369756975697529;458.00000000000006
278;j21;637;0.01;165.0;0.02;n-BuOH;3295;1.0;1.0;0.1673;P;3.3000000000000003;6.37;35915.5;0.5180533751962324;0.5638226059654632;0.09984848484848485;4097.0;j21.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.09837047704770452;511.0
279;j22;675;0.047;169.0;0.02;EtOH;4435;1.0;1.0;0.7726;P;3.38;31.725;75971.54999999999;0.1065405831363278;0.23946903073286052;0.13121301775147928;5279.0;j22.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.13267614761476132;487.0
282;j25;2895;0.0031;242.0;0.02;n-BuOH;2215;1.0;0.0;0.2074;P;4.84;8.974499999999999;24143.5;0.5393058109086858;0.26902334391888133;0.045764462809917354;5352.0;j25.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1685317731773175;489.0
283;j26;150;0.1;100.0;0.02;n-BuOH;3300;1.0;1.0;0.7;P;2.0;15.0;35970.0;0.13333333333333333;0.23979999999999999;0.165;3550.0;j26.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.10508694869486979;461.0
288;j32;740;0.032432432;270.0;0.02;n-BuOH;4800;1.0;1.0;0.4254;S;5.4;23.99999968;52320.0;0.22500000300000006;0.21800000290666674;0.08888888888888889;5810.0;j32.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.10942682268226811;470.00000000000006
289;j33;666;0.032432432;243.0;0.02;n-BuOH;4968;1.0;0.0;0.2473;P;4.86;21.599999712;54151.200000000004;0.22500000300000006;0.25070000334266673;0.10222222222222223;5877.0;j33.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.1367060306030603;474.0
290;j34;592;0.032432432;216.0;0.02;n-BuOH;4800;1.0;1.0;0.1953;S;4.32;19.199999744;52320.0;0.22500000300000006;0.2725000036333334;0.1111111111111111;5608.0;j34.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.11221674167416751;468.99999999999994
291;j35;150;0.1;100.0;0.02;n-BuOH;3300;1.0;1.0;0.2107;P;2.0;15.0;35970.0;0.13333333333333333;0.23979999999999999;0.165;3550.0;j35.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.11407668766876666;460.0
292;j36;675;0.047407407;169.0;0.02;EtOH;4435;1.0;1.0;0.569;P;3.38;31.999999725;75971.54999999999;0.10562500090771486;0.2374110957902516;0.13121301775147928;5279.0;j36.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.1529288928892889;484.99999999999994
296;j40;150;0.1;100.0;0.02;n-BuOH;3300;1.0;0.0;0.27;P;2.0;15.0;35970.0;0.13333333333333333;0.23979999999999999;0.165;3550.0;j40.txt;Butanol;[1.0, 0.0, 0.4, 0.0, 0.0];0.13091953195319483;461.0
300;j44;4606;0.001;538.0;0.02;EtOH;620;1.0;0.0;0.5848;-;10.76;4.606;10620.599999999999;2.33608336951802;0.23058184976118104;0.005762081784386617;5764.0;j44.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.11128676867686771;512.0
301;j45;3646;0.0059;20.0;0.02;EtOH;3935;1.0;0.0;0.9162;S;0.4;21.5114;67406.55;0.01859479159887316;0.31335268741225586;0.98375;7601.0;j45.txt;Ethanol;[1.0, 0.0, 0.2, 0.0, 0.0];0.14011593159315883;476.0
312;275;1000;0.01;100.0;0.04;i-PrOH;2000;1.0;1.0;0.4129;P;4.0;10.0;26160.0;0.4;0.2616;0.05;3100.0;275.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.15044896489648973;471.0
313;276;1000;0.01;100.0;0.04;i-PrOH;2500;1.0;1.0;0.3904;P;4.0;10.0;32700.0;0.4;0.327;0.0625;3600.0;276.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.16274527452745247;475.00000000000006
314;277;1000;0.01;100.0;0.04;i-PrOH;3000;1.0;0.0;0.5176;P;4.0;10.0;39240.0;0.4;0.39239999999999997;0.075;4100.0;277.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.18103474347434734;489.0
315;278;1000;0.01;100.0;0.04;i-PrOH;3500;1.0;0.0;0.6097;P;4.0;10.0;45780.0;0.4;0.45780000000000004;0.0875;4600.0;278.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1770048604860488;496.0
316;279;1000;0.01;100.0;0.04;i-PrOH;4000;1.0;1.0;0.6475;P;4.0;10.0;52320.0;0.4;0.5232;0.1;5100.0;279.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.14579909990999118;505.0
318;281;1000;0.01;100.0;0.04;i-PrOH;1700;1.0;1.0;0.1554;S;4.0;10.0;22236.0;0.4;0.22236000000000003;0.0425;2800.0;281.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1231697569756971;467.0
319;282;1000;0.01;100.0;0.04;i-PrOH;1700;1.0;1.0;0.3082;P;4.0;10.0;22236.0;0.4;0.22236000000000003;0.0425;2800.0;282.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.11820990099009876;470.00000000000006
320;283;1000;0.01;100.0;0.04;i-PrOH;2750;1.0;0.0;0.4178;P;4.0;10.0;35970.0;0.4;0.3597;0.06875;3850.0;283.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.17111503150315022;484.99999999999994
321;284;1000;0.01;100.0;0.04;i-PrOH;4500;1.0;1.0;0.5968;P;4.0;10.0;58860.0;0.4;0.5886;0.1125;5600.0;284.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.14714239423942388;505.0
322;285;1000;0.01;100.0;0.02;i-PrOH;1750;1.0;1.0;0.1211;P;2.0;10.0;22890.0;0.2;0.22890000000000002;0.0875;2850.0;285.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.08824410441044117;458.99999999999994
323;286;1000;0.01;100.0;0.02;i-PrOH;2000;1.0;0.0;0.154;P;2.0;10.0;26160.0;0.2;0.2616;0.1;3100.0;286.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.08969072907290698;460.0
324;287;1000;0.01;100.0;0.02;i-PrOH;2500;1.0;0.0;0.1601;P;2.0;10.0;32700.0;0.2;0.327;0.125;3600.0;287.txt;Isopropanol;[1.0, 0.0, 0.30000000000000004, 0.0, 1.0];0.1468324032403241;468.0
